Category,Rand,ID,Market Name,Price,subject,Seller Name,Old Code,New Code,Notes
Guides & Tutorials,2765,152447,TradeRoute,3,★★ The Hacker’s Underground Handbook  ★★,Null63997,Malware and Attack Technology,Hacking – General,
E-books,18968,134652,TradeRoute,0.99,Sexual Ecstasy from Ancient Wisdom,captainkirk0--,,Other,
Guides & Tutorials,12190,124144,TradeRoute,0.99,CC And Paypal To Bitcoin,drunkninja170497,,Cashing Out,
Information,4526,146650,TradeRoute,5.07,wells fargo cashout guide to bitcoin,Dutchdream22795,,Cashing Out,
Guides & Tutorials,14137,105695,TradeRoute,2000,Remove Negative Items From Your Credit Report Permanently,etimbuk7591,Adversarial Behaviours,Modifying Credit,
E-Books,11696,285877,Hansa,0.99,✔ ⟁ Muscle Exercises Encyclopedia ⟁ (͠≖ ͜ʖ͠≖),ElCartel,Other,eBooks – Other,
E-books,19854,140411,TradeRoute,1,How to Success!!!!,DiGiMON116100,,eBooks – Other,
E-books,19208,115616,TradeRoute,6,"BANNED eBooks: Meth Secrets, Grow Weed, Mushrooms & MORE",TopNotchMoneyMaker69097,Drugs,Drugs – Production,
Guides & Tutorials,11390,121342,TradeRoute,1.9,SPREADING YOUR VIRUS PACK GUIDES,l33ter129198,,Hacking – Malware Supply Chain,
Information,209,116468,TradeRoute,1.99,♕ BECOME A DOXING GOD ♕,TheShop130597,,Doxing,
eBooks,1384,298613,Silk3,4.99,Advanced Persistent Threat Hacking The Art and Science of Hacking Any Organization,junkiepig666,Malware and Attack Technology,Hacking – General,
Guides & Tutorials,5800,103216,TradeRoute,17,Bitcoin Milionaire VOL. II ★MUST HAVE!!!★,Torso216098,Other,Cryptocurrency – General,
E-books,103,157405,TradeRoute,2.99,Crime and Punishment by Fyodor Dostoyevsky,Junkiepig66630498,,eBooks – Other,
E-books,5973,97241,TradeRoute,2.99,The Age of Cryptocurrency How Bitcoin and Digital Money,pckabml139100,,Cryptocurrency – General,
Guides & Tutorials,18034,92850,TradeRoute,5,My TOP 15 Socks5 Providers + VIDEO Tutorial,steemdude70897,Network Security,Anonymity – Proxies,
Guides & Tutorials,5054,107328,TradeRoute,5,How To Make Money Trading Cryptocurrency,tickler8100,,Cryptocurrency – Trading,
Security,2067,116807,TradeRoute,2.99,IPVANISH Premium Account [Lifetime Warranty],best4u5192,Network Security,Anonymity – VPN,
E-books,12006,144751,TradeRoute,3.99,SEO Made Simple Insider Secrets 6th edition 2017,pckabml142100,,SEO,
E-books,6577,135912,TradeRoute,1.99,♕ Collection of Esoteric Ebooks ♕,TheShop133597,Other,eBooks – Other,
Digital EBooks,13255,282648,Apple Market,2.99,Idiots Guides 3D Printing 2015,pckabml,Other,eBooks – Other,
Guides & Tutorials,12085,155593,TradeRoute,0.7,How To Make A Phisher For A Website,l33ter127898,,Fraud,
E-Books,14686,295772,Hansa,0.99,The Worst-Case Scenario Survival Handbook,captainkirk,Other,eBooks – Other,
Digital EBooks,15125,282684,Apple Market,2.99,Managing for People Who Hate Managing 2012,pckabml,Other,eBooks – Other,
Digital EBooks,3069,282606,Apple Market,2.99,Crash Course for the GMAT 4th edition 2015,pckabml,Other,eBooks – Technical,
Guides & Tutorials,6693,154572,TradeRoute,0.99,*How To Find Cardable Shops*,stevejobs66631099,Adversarial Behaviours,Carding,
Guides & Tutorials,11217,134125,TradeRoute,199.99,*LIMITED OFFER* CRYPTO CURRENCY TRADE SIGNALS,Cyberzen1894,Other,Cryptocurrency – Trading,
E-books,19562,130675,TradeRoute,3.99,Confident Coding Master the Fundamentals 2017,pckabml135100,,eBooks – Technical,
Digital EBooks,933,282665,Apple Market,2.99,JavaScript Absolute Beginners Guide 2016,pckabml,Other,eBooks – Technical,
E-books,1156,142853,TradeRoute,1.99,♕ How To Make Amphetamine (SPEED) ♕,TheShop131697,Drugs,Drugs – Production,
Security,19179,124438,TradeRoute,2,IPVanish.com ♜Premium Account♜ [LIFETIME WARRANTY],flappydfoc12799,Network Security,Anonymity – VPN,
Guides & Tutorials,8265,140285,TradeRoute,3,Liqpay Carding Method,CrdinProfito13496,Adversarial Behaviours,Carding,
Guides & Tutorials,15313,157279,TradeRoute,3,CC to Moneygram Cashout GUIDE,steemdude74198,,Cashing Out,
E-Books,5920,297826,Hansa,0.99,CARDING TUTORIALS - ALL HERE - 2016,KingCarder,Adversarial Behaviours,Carding,
E-books,8372,157425,TradeRoute,2.99,Coding Interviews Questions Analysis and Solutions 2012,pckabml143100,Other,eBooks – Technical,
Guides & Tutorials,4750,162614,TradeRoute,1.38,WiFi AUTOMATED CRACKER + VIDEO TUTORIAL,james202027299,,Hacking – Wireless Networks,
E-books,862,148136,TradeRoute,75,How to create a CPN Profile and Tri-Merge it,etimbuk7591,Adversarial Behaviours,Modifying Credit,
Guides & Tutorials,12547,107481,TradeRoute,0.99,How To Exploit A Online Casino,PinkQueen142997,,Hacking – Website,
E-books,6947,150685,TradeRoute,5,My TOP 15 Socks5 Providers + VIDEO Tutorial,steemdude71197,Network Security,Anonymity – Proxies,
Guides & Tutorials,5668,149976,TradeRoute,10.99,★WELLS FARGO CASHOUT GUIDE!!!★,best4u5192,,Cashing Out,
Guides & Tutorials,10140,143194,TradeRoute,0.99,How To Exploit A Online Casino,PinkQueen142997,,Hacking – Website,
Information,8228,102449,TradeRoute,2.99,★ Paypal and CVV Cashout ★ UPDATED ★,TheShop132297,Adversarial Behaviours,Cashing Out,
Guides & Tutorials,7066,135789,TradeRoute,7,How to Make Counterfeit USD Using the Bleaching Method,LowProfile7397,,Counterfeit Currency,
Guides & Tutorials,3751,156690,TradeRoute,6,"BANNED eBooks: Meth Secrets, Grow Weed, Mushrooms & MORE",TheWealthMaker27897,Drugs,Drugs – Production,
Security,9579,93826,TradeRoute,8,VIDEO How To CARD SAMSUNG S8/iPhone 7 [06/06/2017],MoneyMule217098,,Carding,
Guides & Tutorials,7299,133616,TradeRoute,2,Book of Forbidden Knowledge,l33ter129198,Other,eBooks – Other,
Guides & Tutorials,16313,160759,TradeRoute,3,Amazon refund scam [Personal method],SplashStars3797,Adversarial Behaviours,Fraud,
Guides & Tutorials,2444,132306,TradeRoute,1,Instore Carding Tutorial,PrawnCracker32899,,Carding,
E-books,13971,157846,TradeRoute,0.99,How To Talk To Absolutely Anyone: Confident Communication,captainkirk0--,,eBooks – Other,
Security,4300,284284,Hansa,2.99,Learning Nessus for Penetration Testing 2014,pckabml,Malware and Attack Technologies,Hacking – General,
Guides & Tutorials,19088,126350,TradeRoute,0.66,How To Spoof Your IP Address (ESSENTIAL FOR CARDING),PrawnCracker33099,Adversarial Behaviours,Carding,
Guides & Tutorials,11558,146933,TradeRoute,10,A-Z carding explained (Carding for n00bs/dummies),probitexchange6100,,Carding,
Security,6438,152748,TradeRoute,5,[Current Account Stealer Pack] [Crack Pack] [%100,Brikes5100,Adversarial Behaviours,Carding,
E-Books,5253,297606,Hansa,2.99,Pick-a-Book List: C PROGRAMMING Language,pckabml,Other,eBooks – Technical,
Guides & Tutorials,8699,105328,TradeRoute,1.99,How to Use Counterfeit Money 2017,stevejobs66629799,,Counterfeit Currency,
Digital EBooks,8392,282671,Apple Market,2.99,Let Your Inner Alpha Loose 2015,pckabml,Other,eBooks – Other,
Guides & Tutorials,9342,104161,TradeRoute,10,PayPal Cashout + PayPal to BTC V.2  + [8 videos],Torso212498,,Cashing Out,
Guides & Tutorials,9491,96107,TradeRoute,2.5,Carding EBAY Mega PACK GUIDES,l33ter129398,,Carding,
Digital EBooks,9359,282919,Apple Market,2.99,Unreal Engine 4 Scripting with C plus plus Cookbook 2016,pckabml,Other,eBooks – Technical,
E-books,14342,135754,TradeRoute,0.49,★ The Men's Fitness Exercise Bible ★,TheShop131797,,Other,
Information,19490,156593,TradeRoute,0.5,Cardable casino,Hotmilk141197,,Carding,
Guides & Tutorials,3933,159023,TradeRoute,65,EARN $1000's TRADING FOREX & CRYPTOS★100% LEGAL,randominion187799,,Cryptocurrency – Trading,
E-books,852,148454,TradeRoute,2.99,Handbook of Digital Currency Bitcoin Innovation 2015,pckabml143100,,Cryptocurrency – General,
Guides & Tutorials,14700,118860,TradeRoute,0.99,*How To Find Cardable Shops*,stevejobs66631099,Adversarial Behaviours,Carding,
eBooks,16162,299014,Silk3,4.99,Highly Sold Carding - The Complete Tutorial - Updated 2016!!!,junkiepig666,Adversarial Behaviours,Carding,
Security,7862,123790,TradeRoute,3.99,A Dummies Guide to Cryptocurrencies 2nd edition 2016,pckabml143100,Other,Cryptocurrency – General,
Guides & Tutorials,12617,141925,TradeRoute,0.84,How To Scam On LocalBitcoins,cent11598,Adversarial Behaviours,Fraud,
Guides & Tutorials,19770,150977,TradeRoute,1.99,★ [2017] Hacked PayPal to Bitcoin ★,TheShop131697,Adversarial Behaviours,Cashing Out,
E-Books,2273,294409,Hansa,0.99,David Lane (88 precepts),OnePiece,Other,eBooks – Other,
E-Books,9937,297615,Hansa,2.99,Pick-a-Book List: RUBY Programming and RAILS + SINATRA Frameworks,pckabml,Other,eBooks – Technical,
Guides & Tutorials,3191,161980,TradeRoute,0.3,10 Things to avoid when you are carding in the store,l33ter127898,,Carding,
Guides & Tutorials,3500,138819,TradeRoute,2.99,Advanced Persistent Threat Hacking The Art 2015,geekgorilla7100,Malware and Attack Technology,Hacking – General,
Guides & Tutorials,1364,108070,TradeRoute,0.1,▓▒░ FREE PACK HACK THE PLANET ▓▒░,ofgrey5795,Malware and Attack Technology,Hacking – General,
Guides & Tutorials,19359,102342,TradeRoute,1.99,♕ Apple Carding Method ♕,TheShop132297,Adversarial Behaviours,Carding,
Digital EBooks,6032,282646,Apple Market,2.99,Homesteading The Complete Guide to Self Sufficiency 2015,pckabml,Other,eBooks – Other,
Guides & Tutorials,16029,120097,TradeRoute,10,BTC PAYPAL GUIDE v2.0 [Best Ever]!!!,Torso216098,,Cashing Out,
eBooks,13237,91466,Silk3,1,Stay safe with tor MUST HAVE,CrypticKali,Network Security,Anonymity – Tor,
Guides & Tutorials,8700,138335,TradeRoute,7.5,"BIGGEST FRAUD PACKAGE ON DEEPWEBCarding,Cashout,Paypal,CC...",tickler9100,Adversarial Behaviours,Fraud,
Digital EBooks,9705,282573,Apple Market,2.99,Begin to Code with C sharp 2016,pckabml,Other,eBooks – Technical,
Guides & Tutorials,2327,139090,TradeRoute,0.99,Guide To Postal Smuggling,PinkQueen144097,,Transportation/Stealth,
Guides & Tutorials,13872,130213,TradeRoute,0.99,How To Exploit A Online Casino,drunkninja171497,,Hacking – Website,
Guides & Tutorials,15080,137745,TradeRoute,6.99,★ TheShop's MEGAPACK ★,TheShop132297,,Other,
Guides & Tutorials,11699,132888,TradeRoute,0.99,How To Hack a Coca Cola Machine,PinkQueen143197,,Hacking – General,
Guides & Tutorials,4847,159165,TradeRoute,78.96,OzRort's School of Swindle - Hacking RDPs,OzRort108100,Malware and Attack Technologies,Hacking – General,
Guides & Tutorials,251,134562,TradeRoute,5,Muscle Building Mania,DAY-ONE4100,,Other,
Guides & Tutorials,16948,107296,TradeRoute,0.99,How To Order From Cracked Amazon Accounts,PinkQueen143897,,Fraud,
E-books,19854,123031,TradeRoute,1.99,★ ANONIMITY STARTPACK - 24 Essential Guides ★,TheShop132297,Privacy and Online Rights,Anonymity – Other,
Guides & Tutorials,5711,128564,TradeRoute,5,★EBAY + PAYPAL SCAM ★ NOT CARDING ★ 5K+ MONTH,leakedguy18100,Adversarial Behaviours,Fraud,
Guides & Tutorials,9400,145766,TradeRoute,0.5,How to Scam Free Stuff Off Credit Cards (current/tested),TopHatMan9100,Adversarial Behaviours,Fraud,
Guides & Tutorials,9975,140116,TradeRoute,5,cashing out cvv.pdf,DAY-ONE4100,,Cashing Out,
Guides & Tutorials,8142,92681,TradeRoute,2,CARDING TUTORIALS - ALL HERE -,ProfessorDark20198,,Carding,
E-books,12059,98456,TradeRoute,0.99,How to Think About Weird Things,captainkirk0--,,eBooks – Other,
Guides & Tutorials,8578,141375,TradeRoute,15,ʙɪᴛᴄᴏɪɴ ᴍɪʟɪᴏɴᴀɪʀᴇ ᴠᴏʟ.ɪ,Torso216098,,Cryptocurrency – General,
Security,1528,94014,TradeRoute,11,CASHOUT USA FULLZ TO BITCOIN SAME DAY,Torso212498,,Cashing Out,
Information,13938,116517,TradeRoute,0.99,♕ DMT: The Spirit Molecule ♕,TheShop131797,Drugs,Drugs – General,
Information,8139,114578,TradeRoute,20,Platinum Virtual Carder Handbook (UVCH) 2.11,TopNotchMoneyMaker68597,,Carding,
Guides & Tutorials,15459,143678,TradeRoute,0.99,The Ultimate Fraud Tutorial Pack (2450+ Tutorials),PinkQueen144097,,Fraud,
Guides & Tutorials,19007,110111,TradeRoute,9.99,★CVV to BTC Shortest Method (100% suucess rate)★,FraudBanner109038098,Adversarial Behaviours,Cashing Out,
Security,15612,145914,TradeRoute,2.99,AIRVPN.ORG - ★PREMIUM ACCOUNT★ [LIFETIME],colombiaconnection200199,,Anonymity – VPN,
Guides & Tutorials,16342,106966,TradeRoute,1,How To Make Crack and Freebase Cocaine,l33ter128998,,Drugs – Production,
Security,5243,92891,TradeRoute,5,Never Pay For Internet Again!!!!,ultimatum20164193,,Other,
Guides & Tutorials,7772,139355,TradeRoute,5,CCleaner PRO -- INCREASE YOUR SUCCESS IN CARDING,SplashStars3797,,Carding,
Guides & Tutorials,3914,138887,TradeRoute,8,[TUO FR] Faire du cashout de CC vers du cash,SplashStars3197,,Cashing Out,
Guides & Tutorials,1756,160343,TradeRoute,2.99,Your Brain on Food: How Chemicals Control Your Thoughts,Junkiepig66630498,,eBooks – Other,
Security,16844,159493,TradeRoute,2,Bitcoin Stealing Malware (source Code + Guide),nbholmz9095,Malware and Attack Technologies,Malware Authorship,
E-books,8978,132991,TradeRoute,8,Dumps Carding Tutorial PACK+ICQ Secret Group (For Dumps+Pin),steemdude75198,,Carding,
Digital EBooks,4321,282575,Apple Market,2.99,Beyond jQuery 2016,pckabml,Other,eBooks – Technical,
Security,484,128604,TradeRoute,5,Never Pay For Internet Again!!!!,ultimatum20164193,,Other,
E-books,17431,101265,TradeRoute,1.09,eBook - The Marijuana Growers Guide,james202027299,,Drugs – Production,
Guides & Tutorials,2711,143179,TradeRoute,7,[TUTO FR] => Cashout de CC vers un compte IBAN,SplashStars3797,Adversarial Behaviours,Cashing Out,
Guides & Tutorials,16958,95412,TradeRoute,14.99,★WELLS FARGO TO BTC!! MAKE THOUSANDS!★,best4u5192,,Cashing Out,
Security,11077,288122,Hansa,2.99,Hacking the Future Privacy Identity & Anonymity on the Web 2012,pckabml,Privacy and Online Rights,Anonymity – Other,
Guides & Tutorials,5531,132508,TradeRoute,9,PAYPAL BIBLE FROM EXPERIENCED CARDERS 100% SUCCESS,steemdude74298,Adversarial Behaviours,Carding,
E-books,5060,102080,TradeRoute,3.99,Before Babylon Beyond Bitcoin 2017,pckabml143100,,Cryptocurrency – General,
Guides & Tutorials,18686,94466,TradeRoute,2,Apple Carding Tutorial,Kaptein66494,Adversarial Behaviours,Carding,
Guides & Tutorials,18720,98346,TradeRoute,2.99,CC & PAYPAL to BITCOIN - 10 Different Methods,ProfessorDark20198,,Cashing Out,
Information,12218,121592,TradeRoute,1.99,♕ BITCOINS MONEY PACK | 16 GUIDES ♕,TheShop131997,,Cryptocurrency – General,
Guides & Tutorials,15180,115730,TradeRoute,4.99,How to Purify Cocaine!!! Easy Method!!!,Junkiepig66630498,Drugs,Drugs – Production,
Guides & Tutorials,15486,154712,TradeRoute,1,2 Paypal cashout methods,l33ter127698,,Cashing Out,
Information,12772,161712,TradeRoute,75,How to create a CPN Profile and Tri-Merge it,etimbuk7591,Adversarial Behaviours,Modifying Credit,
Information,16279,151264,TradeRoute,20,Platinum Virtual Carder Handbook (UVCH) 2.11,TopNotchMoneyMaker69197,,Carding,
E-Books,9193,288335,Hansa,25,Sniffers Software Megapack,DigitalDealer,Network Security,Hacking – Wireless Networks,
E-books,9342,112237,TradeRoute,0.99,How To Get Chicks Keep Em Dump Em And Get Em Back Again,captainkirk0--,,Other,
E-Books,18285,295738,Hansa,0.99,50 Things You're Not Supposed to Know,captainkirk,Other,eBooks – Other,
Guides & Tutorials,4973,127414,TradeRoute,4.99,CARDING - CC To BTC,Junkiepig66630498,,Carding,
Security,17011,129727,TradeRoute,11,CASHOUT USA FULLZ TO BITCOIN SAME DAY,Torso212498,,Cashing Out,
Guides & Tutorials,13089,109777,TradeRoute,0.99,How To Card Microsoft,drunkninja170897,,Carding,
E-books,2823,109515,TradeRoute,0.99,Tibetan Arts of Love - Sexual Ecstasy,UnleashClearLoyalty84698,,Other,
Security,17222,152519,TradeRoute,2.99,IPVANISH Premium Account [Lifetime Warranty],best4u5192,Network Security,Anonymity – VPN,
Guides & Tutorials,10143,126747,TradeRoute,2,How to get +60 USD with Altcoins 100% LEGAL,storedigitalcore893,,Cryptocurrency – General,
Guides & Tutorials,15995,142221,TradeRoute,10,Growing Elite Marijuana - The Complete Guide,Starbucks1100,,Drugs – Production,
E-books,15464,161821,TradeRoute,3.99,CSS The Definitive Guide 4th edition early release 2017,pckabml143100,Other,eBooks – Technical,
Information,17461,150281,TradeRoute,3.99,♕ CC Cashout 2017 - Money Circle ♕,TheShop132297,Adversarial Behaviours,Carding,
Guides & Tutorials,98,97847,TradeRoute,7,$$$ Cash Out Credit Cards and Gift Cards to Bitcoin - Video,LowProfile7597,Adversarial Behaviours,Carding,
Guides & Tutorials,18673,160634,TradeRoute,2.19,The Complete Cannabis Cultivator,james202027799,,Drugs – Production,
Security,3876,121014,TradeRoute,5,TRANSFER FROM HACKED PAYPAL ACCOUNTS 2017,steemdude74298,,Cashing Out,
Information,8132,160429,TradeRoute,4,"1500 Cardable sites + UK, DE sites + BONUS GUIDES",steemdude74098,Adversarial Behaviours,Carding,
E-books,19424,110463,TradeRoute,0.99,A Field Guide to Mushrooms,captainkirk0--,,Drugs – General,
Guides & Tutorials,18336,108312,TradeRoute,0.99,CC & Paypal To Bitcoin (Very Easy),PinkQueen143897,,Cashing Out,
Guides & Tutorials,17158,99691,TradeRoute,0.9,Apple Scam Phishing Website,l33ter128798,,Fraud,
Information,5944,105744,TradeRoute,1687.87,17 BTC BLOCKCHAIN ACCOUNT,Europe7698,Other,Cryptocurrency – General,
Guides & Tutorials,8538,114967,TradeRoute,0.99,How To Encode Track Info To Plastic,PinkQueen142597,,Other,
Guides & Tutorials,3507,144639,TradeRoute,0.99,How To Make Drugs (Tutorials Pack),PinkQueen142897,,Drugs – Production,
E-books,9695,96805,TradeRoute,3.99,★The Ultimate Cashout Guide Pack-2017★,geekgorilla7100,,Cashing Out,
Guides & Tutorials,14715,128451,TradeRoute,5,✪ ATM Hack to get much more money than you withdraw,Null65097,Adversarial Behaviours,Hacking – General,
Guides & Tutorials,9772,151442,TradeRoute,4.99,How to Purify Cocaine!!! Easy Method!!!,Junkiepig66630498,Drugs,Drugs – Production,
E-Books,14138,291988,Hansa,0.99,"iPhone Tips, Tricks, Apps & Hacks - iOS 7",ProfessorDark,Web and Mobile Security,Hacking – Mobile,
E-books,8496,111619,TradeRoute,3.99,Visual Studio Tips and Tricks I 2017,pckabml139100,,eBooks – Technical,
E-books,19055,92340,TradeRoute,3,Liqpay Carding Method,CrdinProfito13595,Adversarial Behaviours,Carding,
Guides & Tutorials,5091,118343,TradeRoute,25000,★ Money Doubler Script From Hell 666 ★  - HALF PRICE !!!,worldbest0--,,Other,
Guides & Tutorials,16546,133202,TradeRoute,0.5,CC-Dumps Balance Checking Tutorial,l33ter129098,,Cashing Out,
Others Guides,16206,282864,Apple Market,3.27,Bitcoin Mining Tutorial,TheCousteauMotorcyclist,Other,Cryptocurrency – General,
E-Books,13620,296554,Hansa,0.99,An Advanced Laboratory Manual Of Organic Chemistry,color,Drugs,Drugs – Production,
E-Books,15025,298363,Hansa,3,Carding with dumps Tuto,TheDigital,Adversarial Behaviours,Carding,
E-Books,12830,295900,Hansa,0.99,The Complete Guide to Picking Up Girls On Facebook,captainkirk,Other,eBooks – Other,
Guides & Tutorials,17821,110305,TradeRoute,4,WesternUnion Carding Method 2017 NOOB FRIENDLY,FF01237694,,Carding,
E-Books,4110,288305,Hansa,25,Carding + Hacking Mega Pack---2657 Items,DigitalDealer,Adversarial Behaviours,Carding,
Guides & Tutorials,11290,129454,TradeRoute,30,ULTIMATE CARDING UNIVERSITY CASHOUT PAYPAL/CC to BTC/WU,Poison86899,Adversarial Behaviours,Carding,
Guides & Tutorials,2451,115365,TradeRoute,0.5,INTRODUCTION OF HOW TO CASHOUT PAYPAL,l33ter128598,,Cashing Out,
E-books,16429,161142,TradeRoute,0.99,Alcohol (Drugs: The Straight Facts),captainkirk0--,Drugs,Drugs – General,
Guides & Tutorials,19407,135404,TradeRoute,0.9,Apple Scam Phishing Website,l33ter128798,,Fraud,
